User_Id,Amount,Date,Time
515,40000,01-10-2022,03:09:00
97,500,01-10-2022,03:19:00
695,1000,01-10-2022,03:19:00
390,200,01-10-2022,03:23:00
599,10000,01-10-2022,03:27:00
850,5000,01-10-2022,03:27:00
871,2900,01-10-2022,03:29:00
638,200,01-10-2022,03:30:00
139,500,01-10-2022,03:32:00
548,100,01-10-2022,03:33:00
783,1000,01-10-2022,03:38:00
181,20000,01-10-2022,03:40:00
978,250,01-10-2022,03:41:00
565,2000,01-10-2022,03:42:00
383,500,01-10-2022,03:43:00
366,1000,01-10-2022,03:44:00
654,1999,01-10-2022,03:45:00
959,10000,01-10-2022,03:48:00
618,2000,01-10-2022,03:50:00
860,1000,01-10-2022,03:50:00
763,50,01-10-2022,03:52:00
628,2000,01-10-2022,03:53:00
607,300,01-10-2022,03:53:00
525,200,01-10-2022,03:54:00
658,1985,01-10-2022,03:55:00
614,700,01-10-2022,03:57:00
720,100,01-10-2022,03:59:00
431,150,01-10-2022,04:03:00
390,3000,01-10-2022,04:04:00
844,500,01-10-2022,04:05:00
259,2500,01-10-2022,04:05:00
795,1000,01-10-2022,04:14:00
777,5000,01-10-2022,04:16:00
802,5000,01-10-2022,04:17:00
526,5000,01-10-2022,04:18:00
673,450,01-10-2022,04:24:00
285,10000,01-10-2022,04:25:00
931,2000,01-10-2022,04:26:00
264,500,01-10-2022,04:31:00
560,4000,01-10-2022,04:31:00
114,5000,01-10-2022,04:31:00
422,2750,01-10-2022,04:33:00
613,200,01-10-2022,04:36:00
548,100,01-10-2022,04:36:00
714,1100,01-10-2022,04:37:00
607,1000,01-10-2022,04:38:00
972,1060,01-10-2022,04:38:00
750,2000,01-10-2022,04:40:00
557,5000,01-10-2022,04:40:00
85,1500,01-10-2022,04:43:00
950,10000,01-10-2022,04:53:00
168,1800,01-10-2022,04:54:00
599,2000,01-10-2022,04:58:00
466,550,01-10-2022,05:00:00
539,400,01-10-2022,05:02:00
821,4000,01-10-2022,05:11:00
931,2200,01-10-2022,05:16:00
306,10000,01-10-2022,05:19:00
716,500,01-10-2022,05:19:00
380,2000,01-10-2022,05:25:00
335,5000,01-10-2022,05:30:00
367,500,01-10-2022,05:30:00
920,12000,01-10-2022,05:32:00
667,2000,01-10-2022,05:32:00
400,11000,01-10-2022,05:32:00
557,5000,01-10-2022,05:33:00
783,130,01-10-2022,05:34:00
466,5000,01-10-2022,05:41:00
744,4000,01-10-2022,05:42:00
467,35000,01-10-2022,05:48:00
837,100,01-10-2022,05:50:00
342,1000,01-10-2022,05:51:00
424,2500,01-10-2022,05:51:00
502,1650,01-10-2022,06:00:00
153,1000,01-10-2022,06:01:00
599,2000,01-10-2022,06:02:00
695,500,01-10-2022,06:04:00
893,500,01-10-2022,06:05:00
139,1000,01-10-2022,06:05:00
909,1000,01-10-2022,06:06:00
49,1000,01-10-2022,06:06:00
439,7500,01-10-2022,06:09:00
959,8000,01-10-2022,06:12:00
934,3000,01-10-2022,06:15:00
450,1000,01-10-2022,06:25:00
25,2000,01-10-2022,06:29:00
912,50,01-10-2022,06:34:00
980,300,01-10-2022,06:37:00
900,250,01-10-2022,06:39:00
379,200,01-10-2022,06:44:00
862,5000,01-10-2022,06:44:00
974,5000,01-10-2022,06:48:00
963,550,01-10-2022,06:52:00
972,250,01-10-2022,06:52:00
548,200,01-10-2022,06:52:00
548,200,01-10-2022,06:54:00
873,1000,01-10-2022,06:59:00
633,3000,01-10-2022,07:00:00
670,2000,01-10-2022,07:11:00
907,250,01-10-2022,07:14:00
569,45000,01-10-2022,07:15:00
421,5000,01-10-2022,07:15:00
501,1000,01-10-2022,07:17:00
193,3000,01-10-2022,07:18:00
366,500,01-10-2022,07:19:00
370,20000,01-10-2022,07:22:00
795,200,01-10-2022,07:23:00
614,2000,01-10-2022,07:29:00
677,6000,01-10-2022,07:30:00
972,100,01-10-2022,07:34:00
12,4001,01-10-2022,07:34:00
780,500,01-10-2022,07:36:00
601,12500,01-10-2022,07:37:00
708,4000,01-10-2022,07:43:00
390,192,01-10-2022,07:50:00
844,500,01-10-2022,07:52:00
153,3000,01-10-2022,07:52:00
122,1000,01-10-2022,07:53:00
571,250,01-10-2022,07:53:00
187,2500,01-10-2022,07:56:00
632,500,01-10-2022,07:57:00
915,18000,01-10-2022,08:01:00
599,4000,01-10-2022,08:05:00
558,1100,01-10-2022,08:11:00
239,2000,01-10-2022,08:11:00
719,300,01-10-2022,08:18:00
399,3000,01-10-2022,08:22:00
731,4000,01-10-2022,08:25:00
947,10200,01-10-2022,08:26:00
614,700,01-10-2022,08:26:00
973,1300,01-10-2022,08:27:00
44,200,01-10-2022,08:30:00
420,500,01-10-2022,08:35:00
699,8000,01-10-2022,08:38:00
885,300,01-10-2022,08:42:00
871,2000,01-10-2022,08:42:00
316,727,01-10-2022,08:45:00
565,8000,01-10-2022,08:46:00
950,20000,01-10-2022,08:47:00
182,65000,01-10-2022,08:53:00
539,2750,01-10-2022,08:54:00
740,20000,01-10-2022,08:57:00
181,50000,01-10-2022,08:58:00
71,1000,01-10-2022,09:00:00
168,2000,01-10-2022,09:01:00
247,5000,01-10-2022,09:01:00
561,500,01-10-2022,09:03:00
90,400,01-10-2022,09:05:00
860,220,01-10-2022,09:07:00
5,500,01-10-2022,09:07:00
208,160000,01-10-2022,09:11:00
541,38,01-10-2022,09:12:00
149,4000,01-10-2022,09:16:00
133,91,01-10-2022,09:21:00
390,200,01-10-2022,09:28:00
978,25004,01-10-2022,09:30:00
689,1000,01-10-2022,09:30:00
613,1000,01-10-2022,09:31:00
978,10001,01-10-2022,09:35:00
161,6000,01-10-2022,09:36:00
518,100,01-10-2022,09:37:00
443,1000,01-10-2022,09:43:00
807,500,01-10-2022,09:47:00
193,4000,01-10-2022,09:50:00
44,400,01-10-2022,09:50:00
85,1500,01-10-2022,09:52:00
183,20000,01-10-2022,09:54:00
255,500,01-10-2022,09:54:00
218,2000,01-10-2022,09:54:00
967,2500,01-10-2022,10:01:00
614,600,01-10-2022,10:03:00
380,2000,01-10-2022,10:09:00
987,2000,01-10-2022,10:11:00
695,500,01-10-2022,10:12:00
695,500,01-10-2022,10:13:00
248,500,01-10-2022,10:14:00
341,5000,01-10-2022,10:15:00
373,10000,01-10-2022,10:15:00
294,7700,01-10-2022,10:16:00
637,250,01-10-2022,10:17:00
972,50,01-10-2022,10:17:00
605,4000,01-10-2022,10:24:00
39,2000,01-10-2022,10:25:00
667,1500,01-10-2022,10:26:00
663,5000,01-10-2022,10:29:00
731,4000,01-10-2022,10:30:00
125,300,01-10-2022,10:36:00
660,510,01-10-2022,10:36:00
70,15000,01-10-2022,10:37:00
613,500,01-10-2022,10:39:00
795,100,01-10-2022,10:39:00
915,12000,01-10-2022,10:40:00
248,300,01-10-2022,10:42:00
176,1000,01-10-2022,10:46:00
853,2222,01-10-2022,10:52:00
458,500,01-10-2022,10:52:00
448,5000,01-10-2022,10:54:00
587,3000,01-10-2022,10:58:00
658,1000,01-10-2022,10:59:00
31,100,01-10-2022,11:00:00
60,2000,01-10-2022,11:01:00
400,5000,01-10-2022,11:04:00
587,12000,01-10-2022,11:07:00
17,500,01-10-2022,11:07:00
548,1000,01-10-2022,11:08:00
526,850,01-10-2022,11:09:00
222,150000,01-10-2022,11:12:00
529,5000,01-10-2022,11:18:00
798,3000,01-10-2022,11:18:00
744,2000,01-10-2022,11:19:00
12,4000,01-10-2022,11:22:00
518,100,01-10-2022,11:25:00
327,75,01-10-2022,11:25:00
5,500,01-10-2022,11:25:00
907,200,01-10-2022,11:26:00
314,1000,01-10-2022,11:27:00
837,500,01-10-2022,11:29:00
97,1000,01-10-2022,11:34:00
740,10000,01-10-2022,11:36:00
599,4000,01-10-2022,11:36:00
844,500,01-10-2022,11:39:00
695,1000,01-10-2022,11:41:00
218,2000,01-10-2022,11:42:00
428,1000,01-10-2022,11:55:00
505,10000,01-10-2022,12:04:00
190,800,01-10-2022,12:05:00
856,5000,01-10-2022,12:07:00
740,20000,01-10-2022,12:08:00
450,500,01-10-2022,12:10:00
44,500,01-10-2022,12:13:00
948,1000,01-10-2022,12:14:00
560,6000,01-10-2022,12:18:00
926,200,01-10-2022,12:18:00
455,5000,01-10-2022,12:27:00
931,1050,01-10-2022,12:29:00
22,1000,01-10-2022,12:32:00
424,2000,01-10-2022,12:33:00
539,1100,01-10-2022,12:33:00
950,12000,01-10-2022,12:33:00
985,2000,01-10-2022,12:38:00
607,1000,01-10-2022,12:39:00
586,1000,01-10-2022,12:39:00
566,20000,01-10-2022,12:40:00
259,4500,01-10-2022,12:40:00
259,15500,01-10-2022,12:40:00
305,1500,01-10-2022,12:41:00
945,2000,01-10-2022,12:42:00
306,20000,01-10-2022,12:42:00
667,1000,01-10-2022,12:48:00
72,600,01-10-2022,12:51:00
72,1000,01-10-2022,12:54:00
296,1000,01-10-2022,12:58:00
779,5100,01-10-2022,13:02:00
654,999,01-10-2022,13:12:00
795,2000,01-10-2022,13:19:00
526,10000,01-10-2022,13:19:00
682,2000,01-10-2022,13:26:00
408,700,01-10-2022,13:27:00
106,2200,01-10-2022,13:27:00
299,30000,01-10-2022,13:27:00
586,2000,01-10-2022,13:30:00
987,4000,01-10-2022,13:31:00
896,10000,01-10-2022,13:32:00
871,8000,01-10-2022,13:46:00
294,10000,01-10-2022,13:50:00
82,25000,01-10-2022,13:50:00
18,200,01-10-2022,13:57:00
426,2500,01-10-2022,13:58:00
5,1000,01-10-2022,13:59:00
663,10000,01-10-2022,14:03:00
963,2000,01-10-2022,14:04:00
909,1000,01-10-2022,14:07:00
280,500,01-10-2022,14:13:00
525,500,01-10-2022,14:14:00
871,5000,01-10-2022,14:16:00
681,10000,01-10-2022,14:18:00
844,500,01-10-2022,14:18:00
639,2000,01-10-2022,14:22:00
80,5500,01-10-2022,14:23:00
351,100,01-10-2022,14:25:00
220,2500,01-10-2022,14:25:00
850,500,01-10-2022,14:28:00
628,2000,01-10-2022,14:28:00
348,4000,01-10-2022,14:29:00
85,2000,01-10-2022,14:35:00
763,2000,01-10-2022,14:35:00
777,1000,01-10-2022,14:38:00
338,2000,01-10-2022,14:39:00
342,2000,01-10-2022,14:43:00
673,550,01-10-2022,14:55:00
871,8000,01-10-2022,14:57:00
426,5000,01-10-2022,15:02:00
829,1000,01-10-2022,15:04:00
106,899,01-10-2022,15:09:00
139,373,01-10-2022,15:14:00
157,2000,01-10-2022,15:15:00
53,7500,01-10-2022,15:17:00
254,1800,01-10-2022,15:17:00
185,2000,01-10-2022,15:18:00
519,2005,01-10-2022,15:21:00
351,400,01-10-2022,15:22:00
378,2750,01-10-2022,15:25:00
784,2000,01-10-2022,15:31:00
913,12000,01-10-2022,15:33:00
926,500,01-10-2022,15:33:00
614,1200,01-10-2022,15:35:00
633,1000,01-10-2022,15:35:00
193,1000,01-10-2022,15:39:00
536,50,01-10-2022,15:44:00
744,500,01-10-2022,15:49:00
445,2000,01-10-2022,15:51:00
850,5000,01-10-2022,15:53:00
690,50,01-10-2022,16:01:00
656,1000,01-10-2022,16:01:00
690,500,01-10-2022,16:09:00
393,300,01-10-2022,16:10:00
649,5000,01-10-2022,16:12:00
289,1000,01-10-2022,16:16:00
798,7000,01-10-2022,16:20:00
187,5000,01-10-2022,16:22:00
654,2100,01-10-2022,16:22:00
71,1000,01-10-2022,16:25:00
873,1000,01-10-2022,16:25:00
158,2000,01-10-2022,16:39:00
502,1650,01-10-2022,16:40:00
999,2000,01-10-2022,16:42:00
649,5000,01-10-2022,16:44:00
58,50,01-10-2022,16:45:00
599,6000,01-10-2022,16:46:00
802,5000,01-10-2022,16:47:00
214,5500,01-10-2022,16:52:00
271,10000,01-10-2022,16:58:00
342,2000,01-10-2022,17:00:00
720,100,01-10-2022,17:03:00
289,2000,01-10-2022,17:06:00
467,1600,01-10-2022,17:07:00
854,10000,01-10-2022,17:08:00
869,10000,01-10-2022,17:09:00
139,500,01-10-2022,17:12:00
750,2000,01-10-2022,17:14:00
259,2500,01-10-2022,17:17:00
47,5000,01-10-2022,17:21:00
103,1000,01-10-2022,17:22:00
920,2000,01-10-2022,17:25:00
80,5500,01-10-2022,17:27:00
667,500,01-10-2022,17:28:00
803,10000,01-10-2022,17:31:00
2,40000,01-10-2022,17:31:00
985,10000,01-10-2022,17:36:00
381,1000,01-10-2022,17:36:00
695,52,01-10-2022,17:37:00
875,1000,01-10-2022,17:39:00
478,500,01-10-2022,17:40:00
97,500,01-10-2022,17:41:00
446,12000,01-10-2022,17:41:00
565,2000,01-10-2022,17:41:00
257,10000,01-10-2022,17:43:00
9,1962,01-10-2022,17:46:00
97,500,01-10-2022,17:47:00
596,5000,01-10-2022,17:49:00
97,2000,01-10-2022,17:50:00
869,10000,01-10-2022,17:53:00
614,3000,01-10-2022,18:03:00
424,2000,01-10-2022,18:05:00
90,1000,01-10-2022,18:14:00
458,1000,01-10-2022,18:15:00
379,333,01-10-2022,18:15:00
299,2000,01-10-2022,18:17:00
259,6500,01-10-2022,18:18:00
519,1003,01-10-2022,18:21:00
613,1000,01-10-2022,18:21:00
539,2200,01-10-2022,18:21:00
450,1000,01-10-2022,18:22:00
421,20000,01-10-2022,18:24:00
107,2000,01-10-2022,18:25:00
931,3750,01-10-2022,18:28:00
840,4000,01-10-2022,18:30:00
783,100,01-10-2022,18:30:00
294,12000,01-10-2022,18:30:00
157,2000,01-10-2022,18:31:00
452,2000,01-10-2022,18:31:00
644,500,01-10-2022,18:33:00
599,2000,01-10-2022,18:34:00
77,1500,01-10-2022,18:40:00
139,500,01-10-2022,18:40:00
46,1000,01-10-2022,18:43:00
422,12000,01-10-2022,18:43:00
932,1000,01-10-2022,18:44:00
467,30000,01-10-2022,18:45:00
776,500,01-10-2022,18:46:00
948,1000,01-10-2022,18:47:00
145,4000,01-10-2022,18:49:00
55,4000,01-10-2022,18:50:00
864,6000,01-10-2022,18:50:00
708,6570,01-10-2022,18:56:00
726,50,01-10-2022,18:57:00
141,25000,01-10-2022,18:59:00
534,200,01-10-2022,19:01:00
831,500,01-10-2022,19:05:00
519,2013,01-10-2022,19:05:00
50,1000,01-10-2022,19:07:00
695,500,01-10-2022,19:07:00
644,1500,01-10-2022,19:08:00
133,150,01-10-2022,19:09:00
289,3000,01-10-2022,19:10:00
936,3000,01-10-2022,19:11:00
637,3400,01-10-2022,19:11:00
538,40000,01-10-2022,19:13:00
193,4000,01-10-2022,19:16:00
587,10000,01-10-2022,19:21:00
352,4600,01-10-2022,19:21:00
417,17000,01-10-2022,19:22:00
547,5000,01-10-2022,19:29:00
548,1000,01-10-2022,19:34:00
450,250,01-10-2022,19:35:00
922,50000,01-10-2022,19:35:00
259,2500,01-10-2022,19:38:00
247,5000,01-10-2022,19:38:00
475,5000,01-10-2022,19:40:00
652,11000,01-10-2022,19:40:00
944,500,01-10-2022,19:57:00
678,12000,01-10-2022,20:03:00
139,500,01-10-2022,20:04:00
959,2000,01-10-2022,20:06:00
607,2000,01-10-2022,20:11:00
461,5000,01-10-2022,20:11:00
776,5000,01-10-2022,20:14:00
219,500,01-10-2022,20:19:00
365,12000,01-10-2022,20:20:00
565,2000,01-10-2022,20:29:00
473,10000,01-10-2022,20:32:00
628,935,01-10-2022,20:33:00
888,500,01-10-2022,20:34:00
548,200,01-10-2022,20:34:00
193,2000,01-10-2022,20:36:00
950,4000,01-10-2022,20:37:00
539,7500,01-10-2022,20:38:00
931,1100,01-10-2022,20:38:00
429,500,01-10-2022,20:40:00
16,3000,01-10-2022,20:42:00
972,300,01-10-2022,20:43:00
502,1650,01-10-2022,20:44:00
104,10000,01-10-2022,20:44:00
982,1250,01-10-2022,20:51:00
327,647,01-10-2022,20:53:00
721,8000,01-10-2022,20:56:00
306,50000,01-10-2022,20:56:00
505,2000,01-10-2022,20:57:00
700,5000,01-10-2022,20:59:00
844,500,01-10-2022,21:01:00
218,4000,01-10-2022,21:06:00
497,300,01-10-2022,21:12:00
445,2000,01-10-2022,21:16:00
786,30000,01-10-2022,21:23:00
978,4444,01-10-2022,21:26:00
97,1000,01-10-2022,21:32:00
280,700,01-10-2022,21:32:00
854,10000,01-10-2022,21:33:00
744,200,01-10-2022,21:34:00
240,10000,01-10-2022,21:34:00
309,2000,01-10-2022,21:37:00
909,6000,01-10-2022,21:39:00
280,500,01-10-2022,21:43:00
811,1035,01-10-2022,21:44:00
97,2000,01-10-2022,21:45:00
924,1500,01-10-2022,21:46:00
380,70,01-10-2022,21:46:00
139,500,01-10-2022,21:53:00
695,500,01-10-2022,21:54:00
744,250,01-10-2022,21:59:00
429,500,01-10-2022,22:00:00
950,12000,01-10-2022,22:00:00
259,7500,01-10-2022,22:01:00
39,4000,01-10-2022,22:01:00
805,5000,01-10-2022,22:06:00
950,20000,01-10-2022,22:06:00
920,10000,01-10-2022,22:06:00
27,3000,01-10-2022,22:07:00
860,1000,01-10-2022,22:07:00
70,5000,01-10-2022,22:12:00
390,7000,01-10-2022,22:15:00
351,90,01-10-2022,22:16:00
280,200,01-10-2022,22:16:00
428,1000,01-10-2022,22:21:00
274,1000,01-10-2022,22:27:00
565,2000,01-10-2022,22:28:00
149,6000,01-10-2022,22:28:00
424,2000,01-10-2022,22:29:00
259,4500,01-10-2022,22:32:00
931,1100,01-10-2022,22:33:00
393,200,01-10-2022,22:35:00
502,1650,01-10-2022,22:36:00
772,250,01-10-2022,22:38:00
889,2000,01-10-2022,22:38:00
431,500,01-10-2022,22:39:00
604,3000,01-10-2022,22:41:00
113,5000,01-10-2022,22:44:00
352,20000,01-10-2022,22:47:00
614,3000,01-10-2022,22:48:00
732,6000,01-10-2022,22:55:00
849,2850,01-10-2022,22:57:00
959,12000,01-10-2022,23:01:00
828,5000,01-10-2022,23:01:00
658,5200,01-10-2022,23:05:00
536,100,01-10-2022,23:05:00
601,48000,01-10-2022,23:07:00
257,10000,01-10-2022,23:14:00
972,401,01-10-2022,23:16:00
502,1650,01-10-2022,23:17:00
996,12000,01-10-2022,23:18:00
931,5500,01-10-2022,23:19:00
14,500,01-10-2022,23:24:00
605,1000,01-10-2022,23:24:00
371,1000,01-10-2022,23:24:00
828,5000,01-10-2022,23:25:00
145,3500,01-10-2022,23:27:00
259,3500,01-10-2022,23:30:00
420,300,01-10-2022,23:34:00
417,23000,01-10-2022,23:34:00
500,200,01-10-2022,23:35:00
409,4000,01-10-2022,23:35:00
888,2009,01-10-2022,23:35:00
193,2000,01-10-2022,23:35:00
96,2000,01-10-2022,23:36:00
945,5000,01-10-2022,23:41:00
519,3012,01-10-2022,23:41:00
302,1000,01-10-2022,23:42:00
873,500,01-10-2022,23:48:00
390,500,01-10-2022,23:56:00
695,500,02-10-2022,00:04:00
214,2750,02-10-2022,00:07:00
945,5000,02-10-2022,00:07:00
779,5100,02-10-2022,00:08:00
390,2000,02-10-2022,00:09:00
796,200,02-10-2022,00:10:00
85,1000,02-10-2022,00:16:00
763,200,02-10-2022,00:18:00
743,2000,02-10-2022,00:19:00
131,10000,02-10-2022,00:23:00
9,2000,02-10-2022,00:26:00
505,4000,02-10-2022,00:28:00
508,10000,02-10-2022,00:30:00
587,10000,02-10-2022,00:33:00
740,19000,02-10-2022,00:36:00
85,2500,02-10-2022,00:37:00
85,2000,02-10-2022,00:46:00
740,3500,02-10-2022,00:46:00
568,50,02-10-2022,00:48:00
309,4000,02-10-2022,00:49:00
275,500,02-10-2022,00:50:00
380,140,02-10-2022,00:51:00
66,1500,02-10-2022,00:51:00
198,1000,02-10-2022,00:53:00
480,2000,02-10-2022,01:06:00
99,8000,02-10-2022,01:08:00
170,2500,02-10-2022,01:08:00
11,2000,02-10-2022,01:10:00
853,5555,02-10-2022,01:22:00
644,1500,02-10-2022,01:22:00
408,5003,02-10-2022,01:25:00
89,10000,02-10-2022,01:26:00
338,2000,02-10-2022,01:29:00
24,1000,02-10-2022,01:30:00
913,5000,02-10-2022,01:35:00
354,4721,02-10-2022,01:35:00
235,2000,02-10-2022,01:36:00
450,2000,02-10-2022,01:37:00
714,9000,02-10-2022,01:37:00
421,10000,02-10-2022,01:44:00
52,10000,02-10-2022,01:44:00
686,500,02-10-2022,01:47:00
920,5000,02-10-2022,01:47:00
95,2000,02-10-2022,01:48:00
306,150,02-10-2022,01:54:00
982,1500,02-10-2022,01:58:00
637,850,02-10-2022,02:04:00
605,5000,02-10-2022,02:07:00
259,12000,02-10-2022,02:07:00
607,2000,02-10-2022,02:08:00
305,175,02-10-2022,02:09:00
776,1500,02-10-2022,02:12:00
219,2000,02-10-2022,02:16:00
848,2000,02-10-2022,02:18:00
820,2000,02-10-2022,02:20:00
366,2450,02-10-2022,02:24:00
972,50,02-10-2022,02:26:00
854,10000,02-10-2022,02:28:00
106,200,02-10-2022,02:29:00
723,2000,02-10-2022,02:31:00
149,1388,02-10-2022,02:34:00
306,2200,02-10-2022,02:35:00
850,5000,02-10-2022,02:35:00
16,3000,02-10-2022,02:37:00
847,100,02-10-2022,02:44:00
199,2000,02-10-2022,02:47:00
600,2000,02-10-2022,02:48:00
407,1200,02-10-2022,02:50:00
173,25000,02-10-2022,03:00:00
941,15000,02-10-2022,03:04:00
525,1000,02-10-2022,03:09:00
306,10000,02-10-2022,03:11:00
901,16000,02-10-2022,03:13:00
950,4000,02-10-2022,03:14:00
274,400,02-10-2022,03:17:00
985,5000,02-10-2022,03:19:00
106,448,02-10-2022,03:28:00
14,100,02-10-2022,03:32:00
246,350,02-10-2022,03:33:00
78,2500,02-10-2022,03:35:00
588,2000,02-10-2022,03:36:00
841,1000,02-10-2022,03:37:00
825,3000,02-10-2022,03:40:00
497,3000,02-10-2022,03:41:00
570,450,02-10-2022,03:46:00
10,2000,02-10-2022,03:47:00
539,2200,02-10-2022,03:47:00
341,5000,02-10-2022,03:48:00
604,1000,02-10-2022,03:56:00
565,5000,02-10-2022,03:58:00
352,5000,02-10-2022,04:07:00
168,1000,02-10-2022,04:08:00
208,10000,02-10-2022,04:09:00
950,4000,02-10-2022,04:11:00
432,1000,02-10-2022,04:12:00
692,500,02-10-2022,04:12:00
678,12000,02-10-2022,04:15:00
680,200,02-10-2022,04:16:00
837,500,02-10-2022,04:16:00
644,200,02-10-2022,04:17:00
190,3000,02-10-2022,04:18:00
695,125,02-10-2022,04:21:00
613,3000,02-10-2022,04:21:00
351,100,02-10-2022,04:28:00
275,2000,02-10-2022,04:34:00
605,2000,02-10-2022,04:36:00
390,200,02-10-2022,04:39:00
93,1000,02-10-2022,04:41:00
198,2000,02-10-2022,04:44:00
950,5000,02-10-2022,04:52:00
790,3000,02-10-2022,04:52:00
573,2000,02-10-2022,04:55:00
565,1000,02-10-2022,04:59:00
554,1875,02-10-2022,05:02:00
929,5000,02-10-2022,05:06:00
16,5000,02-10-2022,05:07:00
871,900,02-10-2022,05:09:00
776,291,02-10-2022,05:10:00
451,5000,02-10-2022,05:12:00
675,20000,02-10-2022,05:12:00
677,4000,02-10-2022,05:19:00
779,2000,02-10-2022,05:21:00
837,300,02-10-2022,05:22:00
675,1000,02-10-2022,05:25:00
949,5500,02-10-2022,05:28:00
959,12000,02-10-2022,05:28:00
667,348,02-10-2022,05:31:00
400,4000,02-10-2022,05:35:00
972,105,02-10-2022,05:35:00
296,1000,02-10-2022,05:37:00
837,500,02-10-2022,05:38:00
536,100,02-10-2022,05:43:00
618,2000,02-10-2022,05:45:00
927,5000,02-10-2022,05:52:00
804,1050,02-10-2022,05:53:00
173,100,02-10-2022,05:57:00
547,10000,02-10-2022,05:59:00
497,300,02-10-2022,06:01:00
690,6000,02-10-2022,06:04:00
587,25000,02-10-2022,06:05:00
856,6000,02-10-2022,06:08:00
214,5000,02-10-2022,06:13:00
488,8000,02-10-2022,06:13:00
136,2000,02-10-2022,06:18:00
338,800,02-10-2022,06:24:00
911,2000,02-10-2022,06:26:00
23,2000,02-10-2022,06:26:00
455,5000,02-10-2022,06:28:00
557,10000,02-10-2022,06:35:00
850,1000,02-10-2022,06:38:00
821,10000,02-10-2022,06:38:00
710,35000,02-10-2022,06:41:00
888,1000,02-10-2022,06:44:00
844,500,02-10-2022,06:45:00
978,1400,02-10-2022,06:47:00
173,25000,02-10-2022,06:49:00
467,50000,02-10-2022,06:49:00
431,500,02-10-2022,06:50:00
158,5000,02-10-2022,06:52:00
893,200,02-10-2022,06:59:00
851,200,02-10-2022,07:03:00
122,1000,02-10-2022,07:04:00
684,100,02-10-2022,07:04:00
484,1000,02-10-2022,07:06:00
566,5000,02-10-2022,07:07:00
141,10000,02-10-2022,07:13:00
6,4000,02-10-2022,07:20:00
502,1650,02-10-2022,07:24:00
772,30000,02-10-2022,07:31:00
939,1000,02-10-2022,07:32:00
338,500,02-10-2022,07:35:00
9,1587,02-10-2022,07:35:00
548,10000,02-10-2022,07:36:00
604,2000,02-10-2022,07:38:00
689,2000,02-10-2022,07:43:00
539,1100,02-10-2022,07:44:00
604,5000,02-10-2022,07:47:00
30,20000,02-10-2022,07:48:00
909,2000,02-10-2022,07:49:00
656,1000,02-10-2022,07:54:00
745,500,02-10-2022,07:54:00
