User_Id,Amount,Date,time
97,5000,02-10-2022,19:54:00
907,1801,02-10-2022,20:10:00
663,8656,02-10-2022,20:27:00
397,1000,02-10-2022,20:31:00
153,10472,02-10-2022,20:35:00
855,5000,02-10-2022,20:41:00
888,2000,02-10-2022,20:48:00
9,11895,02-10-2022,20:55:00
754,13614,02-10-2022,21:26:00
461,9000,02-10-2022,21:31:00
517,7774,02-10-2022,21:36:00
944,500,02-10-2022,21:38:00
659,10000,02-10-2022,22:00:00
39,25701,02-10-2022,22:02:00
137,10000,02-10-2022,22:36:00
168,3000,02-10-2022,22:38:00
920,12000,02-10-2022,22:39:00
754,6117,02-10-2022,23:01:00
825,5000,02-10-2022,23:08:00
164,4650,02-10-2022,23:17:00
421,37300,02-10-2022,23:34:00
852,9300,02-10-2022,23:43:00
542,204305,03-10-2022,00:27:00
836,4000,03-10-2022,00:35:00
31,1596,03-10-2022,00:48:00
200,35000,03-10-2022,01:09:00
31,1422,03-10-2022,01:12:00
967,4800,03-10-2022,01:32:00
370,800,03-10-2022,02:01:00
508,15000,03-10-2022,02:02:00
924,20000,03-10-2022,02:24:00
625,9000,03-10-2022,02:29:00
930,24000,03-10-2022,02:38:00
2,117349,03-10-2022,02:39:00
16,11224,03-10-2022,02:50:00
663,9048,03-10-2022,03:02:00
541,6000,03-10-2022,03:10:00
505,5000,03-10-2022,03:13:00
852,1612,03-10-2022,03:27:00
548,200,03-10-2022,03:28:00
826,18452,03-10-2022,03:46:00
848,16120,03-10-2022,03:55:00
763,7000,03-10-2022,03:56:00
843,19000,03-10-2022,04:06:00
497,17500,03-10-2022,04:12:00
790,5200,03-10-2022,04:43:00
888,4999,03-10-2022,04:51:00
884,44166,03-10-2022,05:37:00
633,5000,03-10-2022,05:55:00
250,87500,03-10-2022,06:00:00
140,14000,03-10-2022,06:27:00
784,1500,03-10-2022,06:53:00
927,9999,03-10-2022,06:55:00
318,2000,03-10-2022,07:08:00
448,9500,03-10-2022,08:00:00
47,2500,03-10-2022,08:04:00
553,20000,03-10-2022,08:15:00
230,500,03-10-2022,08:23:00
354,40000,03-10-2022,08:39:00
153,6500,03-10-2022,08:54:00
78,54000,03-10-2022,09:08:00
78,31000,03-10-2022,09:09:00
536,4128,03-10-2022,09:11:00
920,84975,03-10-2022,09:15:00
967,6000,03-10-2022,10:01:00
633,15000,03-10-2022,10:05:00
448,8000,03-10-2022,10:12:00
449,30281,03-10-2022,10:37:00
765,1000,03-10-2022,10:46:00
304,4000,03-10-2022,10:57:00
421,12900,03-10-2022,11:09:00
884,25000,03-10-2022,11:40:00
380,5000,03-10-2022,11:51:00
20,10000,03-10-2022,11:52:00
31,4000,03-10-2022,11:54:00
478,1483,03-10-2022,12:01:00
309,7500,03-10-2022,12:18:00
421,5200,03-10-2022,12:20:00
47,3110,03-10-2022,12:32:00
856,14000,03-10-2022,12:50:00
916,1618,03-10-2022,13:22:00
190,521,03-10-2022,13:52:00
946,45000,03-10-2022,13:58:00
421,3100,03-10-2022,14:03:00
587,180000,03-10-2022,14:08:00
448,11000,03-10-2022,14:20:00
420,1940,03-10-2022,14:39:00
902,2000,03-10-2022,14:49:00
31,4300,03-10-2022,15:28:00
357,7862,03-10-2022,15:45:00
168,5500,03-10-2022,15:49:00
246,8500,03-10-2022,16:35:00
467,40000,03-10-2022,16:38:00
888,9499,03-10-2022,16:49:00
78,5000,03-10-2022,18:02:00
667,6034,03-10-2022,18:35:00
421,17100,03-10-2022,18:39:00
884,25000,03-10-2022,18:41:00
365,20015,03-10-2022,19:37:00
558,2788,03-10-2022,19:38:00
82,1100,03-10-2022,19:40:00
795,1000,03-10-2022,19:48:00
752,5002,03-10-2022,19:54:00
337,200,03-10-2022,19:57:00
459,5574,03-10-2022,20:39:00
180,5000,03-10-2022,20:46:00
599,22400,03-10-2022,20:57:00
766,2900,03-10-2022,21:04:00
795,1800,03-10-2022,21:10:00
523,9200,03-10-2022,21:14:00
795,15000,03-10-2022,21:21:00
731,12000,03-10-2022,21:41:00
852,2203,03-10-2022,21:53:00
380,3500,03-10-2022,22:01:00
604,4000,03-10-2022,22:17:00
144,28000,03-10-2022,22:57:00
829,32000,03-10-2022,23:29:00
207,5053,03-10-2022,23:36:00
558,2000,03-10-2022,23:38:00
907,2692,03-10-2022,23:45:00
827,100000,03-10-2022,23:57:00
659,2800,04-10-2022,00:01:00
628,5167,04-10-2022,00:01:00
829,9500,04-10-2022,00:14:00
365,9995,04-10-2022,00:20:00
978,50001,04-10-2022,00:21:00
407,7500,04-10-2022,00:40:00
634,217730,04-10-2022,00:46:00
421,16000,04-10-2022,00:47:00
947,20000,04-10-2022,00:51:00
856,30000,04-10-2022,01:05:00
902,10000,04-10-2022,01:05:00
193,34000,04-10-2022,01:21:00
854,17007,04-10-2022,01:28:00
296,10900,04-10-2022,01:32:00
99,154346,04-10-2022,02:06:00
574,12100,04-10-2022,02:12:00
461,2000,04-10-2022,02:19:00
31,1851,04-10-2022,02:24:00
852,1614,04-10-2022,02:34:00
634,191564,04-10-2022,02:34:00
502,9969,04-10-2022,02:35:00
614,3000,04-10-2022,02:35:00
421,4800,04-10-2022,02:37:00
819,8500,04-10-2022,02:59:00
422,15000,04-10-2022,03:07:00
565,1000,04-10-2022,03:13:00
377,11400,04-10-2022,03:21:00
159,12700,04-10-2022,03:43:00
33,9000,04-10-2022,03:46:00
518,400,04-10-2022,03:54:00
64,3700,04-10-2022,03:55:00
987,13000,04-10-2022,03:56:00
634,259116,04-10-2022,04:07:00
47,2800,04-10-2022,04:11:00
972,900,04-10-2022,04:13:00
409,13926,04-10-2022,04:49:00
23,34000,04-10-2022,04:51:00
412,3300,04-10-2022,05:03:00
75,3000,04-10-2022,05:22:00
972,1000,04-10-2022,05:22:00
795,15000,04-10-2022,05:26:00
980,4500,04-10-2022,05:50:00
313,4000,04-10-2022,05:55:00
246,10000,04-10-2022,05:57:00
587,200000,04-10-2022,05:59:00
773,5065,04-10-2022,06:06:00
927,6700,04-10-2022,06:11:00
162,90000,04-10-2022,06:12:00
836,20000,04-10-2022,06:47:00
446,22612,04-10-2022,07:00:00
992,25000,04-10-2022,07:13:00
208,75000,04-10-2022,07:22:00
137,10000,04-10-2022,07:36:00
164,5160,04-10-2022,07:45:00
950,5000,04-10-2022,07:49:00
989,115000,04-10-2022,07:57:00
47,5000,04-10-2022,08:04:00
139,11000,04-10-2022,08:14:00
972,17600,04-10-2022,08:28:00
502,6150,04-10-2022,09:01:00
212,18000,04-10-2022,09:31:00
380,10000,04-10-2022,09:36:00
660,1900,04-10-2022,09:40:00
829,10000,04-10-2022,10:07:00
615,500,04-10-2022,10:11:00
688,31100,04-10-2022,10:13:00
548,900,04-10-2022,10:57:00
185,1000,04-10-2022,11:22:00
330,5000,04-10-2022,11:29:00
93,25000,04-10-2022,11:30:00
900,8000,04-10-2022,11:38:00
795,500,04-10-2022,11:42:00
16,21198,04-10-2022,11:53:00
82,6000,04-10-2022,11:54:00
987,6400,04-10-2022,12:40:00
417,11000,04-10-2022,12:44:00
987,3000,04-10-2022,13:15:00
497,13569,04-10-2022,13:19:00
518,5300,04-10-2022,13:30:00
190,6992,04-10-2022,13:31:00
618,8000,04-10-2022,13:39:00
598,11500,04-10-2022,13:55:00
157,2000,04-10-2022,13:58:00
164,7800,04-10-2022,14:03:00
471,36462,04-10-2022,14:05:00
812,2000,04-10-2022,14:05:00
978,27700,04-10-2022,14:10:00
907,2892,04-10-2022,14:13:00
292,6843,04-10-2022,14:38:00
212,155382,04-10-2022,14:38:00
313,3000,04-10-2022,14:43:00
822,5973,04-10-2022,14:54:00
251,10000,04-10-2022,15:05:00
889,4400,04-10-2022,15:16:00
137,15000,04-10-2022,15:17:00
47,1770,04-10-2022,15:19:00
47,1569,04-10-2022,15:26:00
850,20000,04-10-2022,15:26:00
9,19880,04-10-2022,15:27:00
587,150000,04-10-2022,15:48:00
934,500,04-10-2022,15:58:00
888,3200,04-10-2022,15:59:00
565,270,04-10-2022,16:03:00
289,14000,04-10-2022,16:15:00
829,5000,04-10-2022,16:20:00
634,284444,04-10-2022,16:28:00
456,65000,04-10-2022,17:12:00
907,1401,04-10-2022,17:22:00
829,5000,04-10-2022,17:25:00
502,10100,04-10-2022,17:29:00
797,2500,04-10-2022,17:34:00
11,4000,04-10-2022,18:40:00
855,5000,04-10-2022,18:49:00
258,5000,04-10-2022,19:31:00
934,500,04-10-2022,19:38:00
146,100000,04-10-2022,19:55:00
707,160000,04-10-2022,19:57:00
852,8207,04-10-2022,20:07:00
478,1409,04-10-2022,20:35:00
795,500,04-10-2022,20:48:00
82,19000,04-10-2022,20:50:00
352,89259,04-10-2022,21:07:00
795,1500,04-10-2022,21:21:00
437,47147,04-10-2022,21:29:00
352,30000,04-10-2022,22:01:00
740,280000,04-10-2022,22:33:00
2,19000,04-10-2022,22:42:00
760,4951,04-10-2022,22:51:00
688,36671,04-10-2022,23:14:00
196,35000,04-10-2022,23:31:00
920,10900,04-10-2022,23:52:00
64,3000,04-10-2022,23:55:00
107,3000,05-10-2022,00:05:00
516,3000,05-10-2022,00:14:00
417,2700,05-10-2022,00:26:00
16,6233,05-10-2022,00:32:00
598,3200,05-10-2022,01:30:00
182,26725,05-10-2022,01:33:00
980,600,05-10-2022,01:40:00
421,15000,05-10-2022,01:49:00
663,6484,05-10-2022,01:53:00
845,20000,05-10-2022,01:54:00
912,700,05-10-2022,01:58:00
852,5362,05-10-2022,02:03:00
850,1800,05-10-2022,02:15:00
855,5000,05-10-2022,02:26:00
421,8400,05-10-2022,02:34:00
25,7500,05-10-2022,02:36:00
273,5000,05-10-2022,03:00:00
309,8000,05-10-2022,03:03:00
628,6500,05-10-2022,03:16:00
365,100000,05-10-2022,03:17:00
292,10149,05-10-2022,03:36:00
33,1000,05-10-2022,03:49:00
795,1300,05-10-2022,03:50:00
142,45500,05-10-2022,03:53:00
196,45000,05-10-2022,04:17:00
162,130000,05-10-2022,04:17:00
898,6511,05-10-2022,04:37:00
852,2367,05-10-2022,04:47:00
412,3500,05-10-2022,04:50:00
856,15000,05-10-2022,05:10:00
18,4000,05-10-2022,05:12:00
107,9000,05-10-2022,05:24:00
421,5100,05-10-2022,05:51:00
795,7984,05-10-2022,06:28:00
829,14000,05-10-2022,06:48:00
927,9999,05-10-2022,06:59:00
47,2459,05-10-2022,07:28:00
909,20860,05-10-2022,07:47:00
884,4800,05-10-2022,07:57:00
634,264565,05-10-2022,07:58:00
164,5000,05-10-2022,08:23:00
649,1000,05-10-2022,08:26:00
936,3558,05-10-2022,08:29:00
587,280000,05-10-2022,08:50:00
502,12826,05-10-2022,08:52:00
523,25000,05-10-2022,09:08:00
162,140000,05-10-2022,09:12:00
985,1000,05-10-2022,09:16:00
2,36000,05-10-2022,09:30:00
934,600,05-10-2022,09:32:00
763,9600,05-10-2022,09:38:00
888,4000,05-10-2022,10:39:00
190,8000,05-10-2022,11:07:00
648,13000,05-10-2022,11:10:00
801,7500,05-10-2022,11:18:00
850,11777,05-10-2022,11:46:00
316,2700,05-10-2022,11:53:00
302,2665,05-10-2022,12:12:00
566,3000,05-10-2022,12:30:00
878,9494,05-10-2022,12:35:00
854,1050,05-10-2022,13:03:00
421,11900,05-10-2022,13:19:00
141,25000,05-10-2022,13:33:00
448,7000,05-10-2022,13:39:00
559,5990,05-10-2022,13:52:00
710,43000,05-10-2022,13:57:00
137,5000,05-10-2022,13:58:00
357,5371,05-10-2022,14:06:00
9,19925,05-10-2022,14:08:00
421,14600,05-10-2022,14:13:00
289,5000,05-10-2022,14:23:00
130,25200,05-10-2022,15:08:00
852,4807,05-10-2022,15:11:00
517,11000,05-10-2022,15:26:00
817,8000,05-10-2022,15:33:00
927,8000,05-10-2022,15:51:00
795,4000,05-10-2022,16:03:00
649,340,05-10-2022,16:17:00
168,5500,05-10-2022,16:30:00
553,3000,05-10-2022,16:42:00
946,48000,05-10-2022,17:06:00
377,5000,05-10-2022,17:07:00
790,3000,05-10-2022,17:21:00
634,173621,05-10-2022,17:21:00
828,9999,05-10-2022,17:41:00
967,5000,05-10-2022,17:54:00
31,3000,05-10-2022,18:06:00
815,17200,05-10-2022,18:19:00
140,8000,05-10-2022,18:39:00
547,20000,05-10-2022,18:46:00
32,5491,05-10-2022,18:53:00
759,4000,05-10-2022,18:58:00
157,26666,05-10-2022,19:12:00
659,15000,05-10-2022,19:13:00
229,1565,05-10-2022,19:50:00
795,2500,05-10-2022,19:53:00
777,16000,05-10-2022,19:54:00
972,3300,05-10-2022,20:02:00
47,2300,05-10-2022,20:20:00
246,9000,05-10-2022,21:34:00
107,1600,05-10-2022,21:35:00
536,4056,05-10-2022,21:56:00
829,12000,05-10-2022,22:16:00
164,3500,05-10-2022,22:24:00
920,38300,05-10-2022,22:36:00
845,38000,05-10-2022,22:38:00
47,1900,05-10-2022,22:55:00
365,52841,05-10-2022,23:12:00
941,4021,05-10-2022,23:14:00
184,7022,05-10-2022,23:18:00
365,48130,05-10-2022,23:23:00
920,58100,05-10-2022,23:26:00
112,53266,05-10-2022,23:43:00
662,3948,05-10-2022,23:46:00
523,19949,05-10-2022,23:56:00
829,21000,06-10-2022,00:00:00
442,25000,06-10-2022,00:20:00
553,4000,06-10-2022,00:34:00
31,4000,06-10-2022,00:37:00
713,5000,06-10-2022,00:39:00
60,5000,06-10-2022,00:47:00
852,5843,06-10-2022,00:53:00
971,3433,06-10-2022,01:09:00
59,13067,06-10-2022,01:14:00
212,97000,06-10-2022,01:24:00
688,47800,06-10-2022,01:46:00
884,360,06-10-2022,01:56:00
517,12016,06-10-2022,02:01:00
474,9000,06-10-2022,02:31:00
142,32000,06-10-2022,02:36:00
11,6000,06-10-2022,02:45:00
627,5000,06-10-2022,02:50:00
902,5000,06-10-2022,03:07:00
664,200,06-10-2022,03:09:00
272,13500,06-10-2022,03:23:00
47,1800,06-10-2022,03:32:00
699,20000,06-10-2022,03:33:00
553,5000,06-10-2022,03:44:00
372,10000,06-10-2022,03:51:00
766,6500,06-10-2022,03:54:00
380,1600,06-10-2022,04:03:00
634,134675,06-10-2022,04:34:00
565,2300,06-10-2022,05:05:00
788,7602,06-10-2022,05:09:00
202,33000,06-10-2022,05:40:00
978,5001,06-10-2022,05:45:00
168,2200,06-10-2022,05:58:00
845,27000,06-10-2022,06:14:00
289,10000,06-10-2022,06:20:00
292,3325,06-10-2022,06:25:00
318,1000,06-10-2022,07:21:00
515,40000,06-10-2022,07:41:00
162,150000,06-10-2022,07:42:00
790,4000,06-10-2022,07:51:00
55,2000,06-10-2022,08:11:00
380,400,06-10-2022,08:29:00
164,4000,06-10-2022,08:40:00
691,5600,06-10-2022,08:45:00
653,24150,06-10-2022,08:51:00
691,3500,06-10-2022,09:31:00
754,1032,06-10-2022,09:56:00
365,48679,06-10-2022,10:01:00
422,30000,06-10-2022,10:04:00
185,8602,06-10-2022,10:24:00
907,2910,06-10-2022,10:28:00
518,6000,06-10-2022,11:01:00
415,92718,06-10-2022,11:09:00
417,15000,06-10-2022,11:11:00
548,100,06-10-2022,11:18:00
164,5278,06-10-2022,11:41:00
809,12000,06-10-2022,12:09:00
488,21900,06-10-2022,12:13:00
797,2500,06-10-2022,12:28:00
318,1000,06-10-2022,12:34:00
47,3000,06-10-2022,12:51:00
112,1900,06-10-2022,13:32:00
508,24000,06-10-2022,13:37:00
60,7000,06-10-2022,13:46:00
39,14000,06-10-2022,14:24:00
672,82500,06-10-2022,14:32:00
944,600,06-10-2022,14:41:00
421,20000,06-10-2022,14:46:00
309,7000,06-10-2022,14:51:00
330,5000,06-10-2022,15:07:00
588,15000,06-10-2022,15:33:00
796,6000,06-10-2022,16:08:00
900,9000,06-10-2022,16:10:00
852,7200,06-10-2022,16:17:00
850,15000,06-10-2022,16:21:00
518,1260,06-10-2022,16:31:00
518,260,06-10-2022,17:02:00
832,4370,06-10-2022,17:28:00
941,65000,06-10-2022,17:43:00
355,15000,06-10-2022,17:46:00
99,30656,06-10-2022,17:48:00
342,9900,06-10-2022,17:52:00
516,11000,06-10-2022,17:53:00
654,188,06-10-2022,18:01:00
114,7500,06-10-2022,18:06:00
694,11981,06-10-2022,18:14:00
946,7000,06-10-2022,18:18:00
949,51000,06-10-2022,18:27:00
16,7598,06-10-2022,18:28:00
474,14000,06-10-2022,18:31:00
934,1500,06-10-2022,18:32:00
36,11000,06-10-2022,18:36:00
796,10000,06-10-2022,19:12:00
920,24200,06-10-2022,19:13:00
185,604,06-10-2022,19:23:00
371,9900,06-10-2022,19:27:00
934,1000,06-10-2022,20:10:00
648,719,06-10-2022,20:25:00
272,3000,06-10-2022,21:02:00
421,12000,06-10-2022,21:14:00
82,1100,06-10-2022,21:33:00
31,1500,06-10-2022,21:46:00
125,500,06-10-2022,21:59:00
945,20000,06-10-2022,22:14:00
473,5000,06-10-2022,22:15:00
597,18375,06-10-2022,22:31:00
27,173581,06-10-2022,22:38:00
246,7000,06-10-2022,23:10:00
944,500,06-10-2022,23:30:00
855,5000,06-10-2022,23:46:00
204,7745,06-10-2022,23:50:00
93,3019,07-10-2022,00:03:00
927,7000,07-10-2022,00:19:00
50,2000,07-10-2022,00:22:00
580,3878,07-10-2022,00:28:00
713,10000,07-10-2022,00:45:00
157,35555,07-10-2022,01:49:00
187,680,07-10-2022,02:09:00
829,23000,07-10-2022,02:15:00
854,4457,07-10-2022,02:27:00
435,1300,07-10-2022,02:36:00
407,7500,07-10-2022,02:45:00
967,14478,07-10-2022,02:57:00
130,210000,07-10-2022,02:58:00
11,2000,07-10-2022,03:13:00
93,8043,07-10-2022,03:17:00
684,1000,07-10-2022,03:25:00
795,9000,07-10-2022,03:36:00
992,15000,07-10-2022,03:58:00
530,2500,07-10-2022,03:59:00
412,1700,07-10-2022,04:02:00
646,9668,07-10-2022,04:13:00
31,3100,07-10-2022,04:29:00
390,3000,07-10-2022,04:33:00
63,12000,07-10-2022,04:34:00
78,11000,07-10-2022,04:46:00
515,100000,07-10-2022,04:47:00
497,10698,07-10-2022,04:55:00
565,20000,07-10-2022,04:56:00
583,20000,07-10-2022,05:32:00
565,1500,07-10-2022,05:44:00
185,2000,07-10-2022,06:15:00
517,9269,07-10-2022,06:33:00
200,35000,07-10-2022,06:52:00
949,25000,07-10-2022,07:05:00
167,3500,07-10-2022,07:17:00
518,5700,07-10-2022,07:19:00
289,8000,07-10-2022,07:29:00
157,33333,07-10-2022,07:53:00
944,500,07-10-2022,08:21:00
909,25000,07-10-2022,08:25:00
980,1100,07-10-2022,08:27:00
112,400,07-10-2022,09:32:00
157,15555,07-10-2022,09:35:00
850,2372,07-10-2022,10:21:00
664,9500,07-10-2022,10:23:00
164,4240,07-10-2022,10:56:00
496,8261,07-10-2022,11:03:00
321,1000,07-10-2022,11:22:00
64,4800,07-10-2022,11:24:00
309,6000,07-10-2022,11:56:00
471,26000,07-10-2022,12:03:00
474,10000,07-10-2022,12:07:00
855,5000,07-10-2022,12:08:00
464,108961,07-10-2022,12:10:00
64,4900,07-10-2022,12:31:00
795,1500,07-10-2022,12:46:00
907,1050,07-10-2022,13:19:00
900,1500,07-10-2022,14:03:00
185,2505,07-10-2022,14:14:00
850,5000,07-10-2022,14:42:00
639,100000,07-10-2022,14:59:00
407,5000,07-10-2022,15:05:00
78,49000,07-10-2022,15:29:00
944,1100,07-10-2022,16:05:00
164,5300,07-10-2022,16:15:00
850,25965,07-10-2022,16:20:00
547,7966,07-10-2022,16:59:00
47,2336,07-10-2022,17:02:00
602,67707,07-10-2022,17:21:00
114,3000,07-10-2022,17:22:00
518,5000,07-10-2022,17:39:00
157,27777,07-10-2022,17:39:00
625,20000,07-10-2022,17:51:00
60,8500,07-10-2022,17:56:00
336,15000,07-10-2022,19:08:00
130,60000,07-10-2022,19:32:00
175,80000,07-10-2022,19:34:00
548,500,07-10-2022,19:45:00
541,9800,07-10-2022,20:03:00
930,7500,07-10-2022,20:32:00
972,1000,07-10-2022,20:35:00
31,2837,07-10-2022,20:43:00
106,3000,07-10-2022,20:47:00
93,15900,07-10-2022,21:02:00
795,2000,07-10-2022,21:16:00
776,9000,07-10-2022,21:26:00
31,300,07-10-2022,21:48:00
852,4599,07-10-2022,21:58:00
474,39000,07-10-2022,22:36:00
421,14800,07-10-2022,22:53:00
989,120000,07-10-2022,22:57:00
518,1500,07-10-2022,23:14:00
587,90000,07-10-2022,23:24:00
796,10000,07-10-2022,23:42:00
968,3000,07-10-2022,23:54:00
723,3350,08-10-2022,00:13:00
97,8000,08-10-2022,00:17:00
763,2753,08-10-2022,00:30:00
